regime,m_policy,r_family,r_idx,f_family,f_idx,T_miss_mult,C_clusters,ln_C,area_m2,R_cluster_m,k_star,interior,rel_depth,quasiconvex,quasiconvex_even_k,k_star_even_k,schema_version,prov_id
all-k,equal-k,hill,1,power-law,0,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,3.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,10,2.302585,259807.62110000002,100.0,7,1,0.079416,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,14,2.639057,363730.66954000003,100.0,7,1,0.079495,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,20,2.995732,519615.24220000004,100.0,7,1,0.079497,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,28,3.332205,727461.3390800001,100.0,7,1,0.079446,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,40,3.688879,1039230.4844000001,100.0,7,1,0.079355,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,56,4.025352,1454922.6781600001,100.0,7,1,0.079249,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,80,4.382027,2078460.9688000001,100.0,7,1,0.079127,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,113,4.727388,2935826.11843,100.0,7,1,0.079008,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,160,5.075174,4156921.9376000003,100.0,7,1,0.078891,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,226,5.420535,5871652.23686,100.0,7,1,0.078782,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,320,5.768321,8313843.875200001,100.0,7,1,0.078681,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,452,6.113682,11743304.47372,100.0,7,1,0.078590,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,10.0,640,6.461468,16627687.750400001,100.0,7,1,0.078509,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,10,2.302585,259807.62110000002,100.0,14,1,0.764899,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,14,2.639057,363730.66954000003,100.0,14,1,0.765934,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,20,2.995732,519615.24220000004,100.0,14,1,0.766709,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,28,3.332205,727461.3390800001,100.0,14,1,0.767203,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,40,3.688879,1039230.4844000001,100.0,14,1,0.767536,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,56,4.025352,1454922.6781600001,100.0,14,1,0.767716,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,80,4.382027,2078460.9688000001,100.0,14,1,0.767806,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,113,4.727388,2935826.11843,100.0,14,1,0.767826,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,160,5.075174,4156921.9376000003,100.0,14,1,0.767801,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,226,5.420535,5871652.23686,100.0,14,1,0.767750,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,320,5.768321,8313843.875200001,100.0,14,1,0.767683,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,452,6.113682,11743304.47372,100.0,14,1,0.767611,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,30.0,640,6.461468,16627687.750400001,100.0,14,1,0.767536,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,3.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,10,2.302585,259807.62110000002,100.0,7,1,0.082943,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,14,2.639057,363730.66954000003,100.0,7,1,0.083392,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,20,2.995732,519615.24220000004,100.0,7,1,0.083739,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,28,3.332205,727461.3390800001,100.0,7,1,0.083969,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,40,3.688879,1039230.4844000001,100.0,7,1,0.084135,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,56,4.025352,1454922.6781600001,100.0,7,1,0.084234,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,80,4.382027,2078460.9688000001,100.0,7,1,0.084297,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,113,4.727388,2935826.11843,100.0,7,1,0.084327,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,160,5.075174,4156921.9376000003,100.0,7,1,0.084338,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,226,5.420535,5871652.23686,100.0,7,1,0.084335,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,320,5.768321,8313843.875200001,100.0,7,1,0.084323,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,452,6.113682,11743304.47372,100.0,7,1,0.084307,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,10.0,640,6.461468,16627687.750400001,100.0,7,1,0.084289,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,10,2.302585,259807.62110000002,100.0,14,1,0.769460,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,14,2.639057,363730.66954000003,100.0,14,1,0.771079,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,20,2.995732,519615.24220000004,100.0,14,1,0.772434,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,28,3.332205,727461.3390800001,100.0,14,1,0.773428,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,40,3.688879,1039230.4844000001,100.0,14,1,0.774234,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,56,4.025352,1454922.6781600001,100.0,14,1,0.774805,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,80,4.382027,2078460.9688000001,100.0,14,1,0.775252,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,113,4.727388,2935826.11843,100.0,14,1,0.775562,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,160,5.075174,4156921.9376000003,100.0,14,1,0.775781,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,226,5.420535,5871652.23686,100.0,14,1,0.775931,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,320,5.768321,8313843.875200001,100.0,14,1,0.776031,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,452,6.113682,11743304.47372,100.0,14,1,0.776094,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,1,30.0,640,6.461468,16627687.750400001,100.0,14,1,0.776133,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,3.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,10,2.302585,259807.62110000002,100.0,7,1,0.084484,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,14,2.639057,363730.66954000003,100.0,7,1,0.085190,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,20,2.995732,519615.24220000004,100.0,7,1,0.085802,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,28,3.332205,727461.3390800001,100.0,7,1,0.086270,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,40,3.688879,1039230.4844000001,100.0,7,1,0.086668,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,56,4.025352,1454922.6781600001,100.0,7,1,0.086965,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,80,4.382027,2078460.9688000001,100.0,7,1,0.087210,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,113,4.727388,2935826.11843,100.0,7,1,0.087392,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,160,5.075174,4156921.9376000003,100.0,7,1,0.087529,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,226,5.420535,5871652.23686,100.0,7,1,0.087631,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,320,5.768321,8313843.875200001,100.0,7,1,0.087706,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,452,6.113682,11743304.47372,100.0,7,1,0.087759,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,10.0,640,6.461468,16627687.750400001,100.0,7,1,0.087798,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,10,2.302585,259807.62110000002,100.0,14,1,0.770702,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,14,2.639057,363730.66954000003,100.0,14,1,0.772553,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,20,2.995732,519615.24220000004,100.0,14,1,0.774170,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,28,3.332205,727461.3390800001,100.0,14,1,0.775424,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,40,3.688879,1039230.4844000001,100.0,14,1,0.776516,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,56,4.025352,1454922.6781600001,100.0,14,1,0.777358,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,80,4.382027,2078460.9688000001,100.0,14,1,0.778087,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,113,4.727388,2935826.11843,100.0,14,1,0.778658,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,160,5.075174,4156921.9376000003,100.0,14,1,0.779122,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,226,5.420535,5871652.23686,100.0,14,1,0.779489,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,320,5.768321,8313843.875200001,100.0,14,1,0.779782,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,452,6.113682,11743304.47372,100.0,14,1,0.780008,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,2,30.0,640,6.461468,16627687.750400001,100.0,14,1,0.780184,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,3.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,10,2.302585,259807.62110000002,100.0,7,1,0.077294,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,14,2.639057,363730.66954000003,100.0,7,1,0.077173,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,20,2.995732,519615.24220000004,100.0,7,1,0.076993,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,28,3.332205,727461.3390800001,100.0,7,1,0.076793,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,40,3.688879,1039230.4844000001,100.0,7,1,0.076568,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,56,4.025352,1454922.6781600001,100.0,7,1,0.076355,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,80,4.382027,2078460.9688000001,100.0,7,1,0.076136,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,113,4.727388,2935826.11843,100.0,8,1,0.075961,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,160,5.075174,4156921.9376000003,100.0,8,1,0.075840,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,226,5.420535,5871652.23686,100.0,8,1,0.075725,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,320,5.768321,8313843.875200001,100.0,8,1,0.075616,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,logistic-dec,0,10.0,452,6.113682,11743304.47372,100.0,8,1,0.075517,1,1,8,1,1d478b3dd653a6b1
