regime,m_policy,r_family,r_idx,f_family,f_idx,T_miss_mult,C_clusters,ln_C,area_m2,R_cluster_m,k_star,interior,rel_depth,quasiconvex,quasiconvex_even_k,k_star_even_k,schema_version,prov_id
all-k,equal-k,hill,0,logistic-dec,2,10.0,40,3.688879,1039230.4844000001,100.0,5,1,0.209838,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,10.0,56,4.025352,1454922.6781600001,100.0,5,1,0.209359,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,10.0,80,4.382027,2078460.9688000001,100.0,5,1,0.208870,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,10.0,113,4.727388,2935826.11843,100.0,5,1,0.208425,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,10.0,160,5.075174,4156921.9376000003,100.0,5,1,0.208014,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,10.0,226,5.420535,5871652.23686,100.0,5,1,0.207644,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,10.0,320,5.768321,8313843.875200001,100.0,5,1,0.207312,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,10.0,452,6.113682,11743304.47372,100.0,5,1,0.207020,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,10.0,640,6.461468,16627687.750400001,100.0,5,1,0.206763,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,10,2.302585,259807.62110000002,100.0,10,1,0.865105,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,14,2.639057,363730.66954000003,100.0,10,1,0.865270,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,20,2.995732,519615.24220000004,100.0,10,1,0.865147,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,28,3.332205,727461.3390800001,100.0,10,1,0.864841,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,40,3.688879,1039230.4844000001,100.0,10,1,0.864392,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,56,4.025352,1454922.6781600001,100.0,10,1,0.863903,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,80,4.382027,2078460.9688000001,100.0,10,1,0.863360,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,113,4.727388,2935826.11843,100.0,10,1,0.862838,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,160,5.075174,4156921.9376000003,100.0,10,1,0.862336,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,226,5.420535,5871652.23686,100.0,10,1,0.861871,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,320,5.768321,8313843.875200001,100.0,10,1,0.861444,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,452,6.113682,11743304.47372,100.0,10,1,0.861063,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,0,logistic-dec,2,30.0,640,6.461468,16627687.750400001,100.0,10,1,0.860723,1,1,10,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,3.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,10,2.302585,259807.62110000002,100.0,7,1,0.083163,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,14,2.639057,363730.66954000003,100.0,7,1,0.083629,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,20,2.995732,519615.24220000004,100.0,7,1,0.083992,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,28,3.332205,727461.3390800001,100.0,7,1,0.084235,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,40,3.688879,1039230.4844000001,100.0,7,1,0.084412,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,56,4.025352,1454922.6781600001,100.0,7,1,0.084521,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,80,4.382027,2078460.9688000001,100.0,7,1,0.084593,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,113,4.727388,2935826.11843,100.0,7,1,0.084631,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,160,5.075174,4156921.9376000003,100.0,7,1,0.084647,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,226,5.420535,5871652.23686,100.0,7,1,0.084649,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,320,5.768321,8313843.875200001,100.0,7,1,0.084643,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,452,6.113682,11743304.47372,100.0,7,1,0.084631,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,10.0,640,6.461468,16627687.750400001,100.0,7,1,0.084616,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,10,2.302585,259807.62110000002,100.0,14,1,0.771063,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,14,2.639057,363730.66954000003,100.0,14,1,0.772917,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,20,2.995732,519615.24220000004,100.0,14,1,0.774527,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,28,3.332205,727461.3390800001,100.0,14,1,0.775763,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,40,3.688879,1039230.4844000001,100.0,14,1,0.776825,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,56,4.025352,1454922.6781600001,100.0,14,1,0.777630,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,80,4.382027,2078460.9688000001,100.0,14,1,0.778310,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,113,4.727388,2935826.11843,100.0,14,1,0.778827,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,160,5.075174,4156921.9376000003,100.0,14,1,0.779232,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,226,5.420535,5871652.23686,100.0,14,1,0.779540,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,320,5.768321,8313843.875200001,100.0,14,1,0.779774,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,452,6.113682,11743304.47372,100.0,14,1,0.779948,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,0,30.0,640,6.461468,16627687.750400001,100.0,14,1,0.780076,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,3.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,10,2.302585,259807.62110000002,100.0,7,1,0.076137,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,14,2.639057,363730.66954000003,100.0,7,1,0.075918,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,20,2.995732,519615.24220000004,100.0,7,1,0.075647,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,28,3.332205,727461.3390800001,100.0,7,1,0.075375,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,40,3.688879,1039230.4844000001,100.0,7,1,0.075083,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,56,4.025352,1454922.6781600001,100.0,7,1,0.074816,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,80,4.382027,2078460.9688000001,100.0,7,1,0.074548,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,113,4.727388,2935826.11843,100.0,7,1,0.074309,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,160,5.075174,4156921.9376000003,100.0,7,1,0.074089,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,226,5.420535,5871652.23686,100.0,7,1,0.073894,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,320,5.768321,8313843.875200001,100.0,7,1,0.073720,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,452,6.113682,11743304.47372,100.0,7,1,0.073568,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,10.0,640,6.461468,16627687.750400001,100.0,7,1,0.073434,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,10,2.302585,259807.62110000002,100.0,14,1,0.764509,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,14,2.639057,363730.66954000003,100.0,14,1,0.765493,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,20,2.995732,519615.24220000004,100.0,14,1,0.766219,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,28,3.332205,727461.3390800001,100.0,14,1,0.766672,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,40,3.688879,1039230.4844000001,100.0,14,1,0.766967,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,56,4.025352,1454922.6781600001,100.0,14,1,0.767117,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,80,4.382027,2078460.9688000001,100.0,14,1,0.767181,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,113,4.727388,2935826.11843,100.0,14,1,0.767179,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,160,5.075174,4156921.9376000003,100.0,14,1,0.767136,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,226,5.420535,5871652.23686,100.0,14,1,0.767070,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,320,5.768321,8313843.875200001,100.0,14,1,0.766991,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,452,6.113682,11743304.47372,100.0,14,1,0.766908,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,1,30.0,640,6.461468,16627687.750400001,100.0,14,1,0.766825,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,3.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,10,2.302585,259807.62110000002,100.0,7,1,0.076630,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,14,2.639057,363730.66954000003,100.0,7,1,0.076460,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,20,2.995732,519615.24220000004,100.0,7,1,0.076234,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,28,3.332205,727461.3390800001,100.0,7,1,0.075997,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,40,3.688879,1039230.4844000001,100.0,7,1,0.075738,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,56,4.025352,1454922.6781600001,100.0,7,1,0.075496,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,80,4.382027,2078460.9688000001,100.0,7,1,0.075252,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,113,4.727388,2935826.11843,100.0,7,1,0.075031,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,160,5.075174,4156921.9376000003,100.0,7,1,0.074828,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,226,5.420535,5871652.23686,100.0,7,1,0.074647,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,320,5.768321,8313843.875200001,100.0,7,1,0.074484,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,452,6.113682,11743304.47372,100.0,7,1,0.074341,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,10.0,640,6.461468,16627687.750400001,100.0,7,1,0.074215,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,10,2.302585,259807.62110000002,100.0,14,1,0.762243,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,14,2.639057,363730.66954000003,100.0,14,1,0.762996,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,20,2.995732,519615.24220000004,100.0,14,1,0.763506,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,28,3.332205,727461.3390800001,100.0,14,1,0.763781,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,40,3.688879,1039230.4844000001,100.0,14,1,0.763914,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,56,4.025352,1454922.6781600001,100.0,14,1,0.763934,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,80,4.382027,2078460.9688000001,100.0,14,1,0.763880,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,113,4.727388,2935826.11843,100.0,14,1,0.763782,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,160,5.075174,4156921.9376000003,100.0,14,1,0.763658,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,226,5.420535,5871652.23686,100.0,14,1,0.763524,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,320,5.768321,8313843.875200001,100.0,14,1,0.763388,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,452,6.113682,11743304.47372,100.0,14,1,0.763257,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,exp-decay,2,30.0,640,6.461468,16627687.750400001,100.0,14,1,0.763134,1,1,14,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,hill,1,power-law,0,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
