config_id,regime,m_policy,r_family,r_idx,r_params,f_family,f_idx,f_params,R_cluster_m,C_clusters,T_miss_mult,k_star,m_at_kstar,T_at_kstar,at_lower,at_upper,interior,rel_depth,interior_meaningful,quasiconvex,n_violations,max_violation_rel,quasiconvex_even_k,k_star_even_k,theta_at_kstar,passes_at_kstar,T1_at_kstar,T2_at_kstar,r_at_kstar,f_at_kstar,N_at_kstar,T1_share_at_kstar,schema_version,prov_id
3138,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,0,"{""b"": 0.7, ""f0"": 0.5, ""f_floor"": 0.0}",150.0,44.4444,10.0,40,3,5940.6476035468895,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,119.6821650241323,0.7037037037037037,0.03780315181665274,2.3460406326271723,0.24875906534855122,1,1d478b3dd653a6b1
3139,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,0,"{""b"": 0.7, ""f0"": 0.5, ""f_floor"": 0.0}",150.0,44.4444,30.0,40,3,14697.92135420428,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,119.6821650241323,0.7037037037037037,0.03780315181665274,2.3460406326271723,0.10054414565231831,1,1d478b3dd653a6b1
3140,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",50.0,400.0,1.0,40,3,2047.8750442483486,0,1,0,0.0,0,0,1,0.15612255607596037,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,187.89358446764174,0.7037037037037037,0.01,4.693703703703704,0.721621150457372,1,1d478b3dd653a6b1
3141,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",50.0,400.0,3.0,40,3,2923.6024193140875,0,1,0,0.0,0,0,1,0.057490112144925,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,187.89358446764174,0.7037037037037037,0.01,4.693703703703704,0.505468847494709,1,1d478b3dd653a6b1
3142,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",50.0,400.0,10.0,40,3,5988.648232044174,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,187.89358446764174,0.7037037037037037,0.01,4.693703703703704,0.2467651944417186,1,1d478b3dd653a6b1
3143,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",50.0,400.0,30.0,40,3,14745.921982701564,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,187.89358446764174,0.7037037037037037,0.01,4.693703703703704,0.10021685637269949,1,1d478b3dd653a6b1
3144,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",75.0,177.7778,1.0,40,3,2002.7016484385365,0,1,0,0.0,0,0,1,0.16426101006950122,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,123.69981147475076,0.7037037037037037,0.01,2.471481481481481,0.73789820194917,1,1d478b3dd653a6b1
3145,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",75.0,177.7778,3.0,40,3,2878.4290235042754,0,1,0,0.0,0,0,1,0.05998916440213282,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,123.69981147475076,0.7037037037037037,0.01,2.471481481481481,0.5134015580569481,1,1d478b3dd653a6b1
3146,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",75.0,177.7778,10.0,40,3,5943.474836234362,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,123.69981147475076,0.7037037037037037,0.01,2.471481481481481,0.24864073393801495,1,1d478b3dd653a6b1
3147,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",75.0,177.7778,30.0,40,3,14700.748586891752,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,123.69981147475076,0.7037037037037037,0.01,2.471481481481481,0.10052480910673753,1,1d478b3dd653a6b1
3148,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",100.0,100.0,1.0,40,3,1984.360522329475,0,1,0,0.0,0,0,1,0.16731775366430274,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,97.63610595134779,0.7037037037037037,0.01,1.6937037037037037,0.7447184767053477,1,1d478b3dd653a6b1
3149,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",100.0,100.0,3.0,40,3,2860.087897395214,0,1,0,0.0,0,0,1,0.06086202006549218,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,97.63610595134779,0.7037037037037037,0.01,1.6937037037037037,0.5166938913903002,1,1d478b3dd653a6b1
3150,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",100.0,100.0,10.0,40,3,5925.133710125301,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,97.63610595134779,0.7037037037037037,0.01,1.6937037037037037,0.24941039607225732,1,1d478b3dd653a6b1
3151,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",100.0,100.0,30.0,40,3,14682.407460782691,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,97.63610595134779,0.7037037037037037,0.01,1.6937037037037037,0.10065038375829523,1,1d478b3dd653a6b1
3152,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",125.0,64.0,1.0,40,3,1975.0113981602915,0,1,0,0.0,0,0,1,0.16879820863025793,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,84.35050844777129,0.7037037037037037,0.01,1.3337037037037036,0.7482437553524932,1,1d478b3dd653a6b1
3153,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",125.0,64.0,3.0,40,3,2850.7387732260304,0,1,0,0.0,0,0,1,0.06126093227849212,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,84.35050844777129,0.7037037037037037,0.01,1.3337037037037036,0.5183884119101864,1,1d478b3dd653a6b1
3154,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",125.0,64.0,10.0,40,3,5915.784585956117,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,84.35050844777129,0.7037037037037037,0.01,1.3337037037037036,0.24980455659789588,1,1d478b3dd653a6b1
3155,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",125.0,64.0,30.0,40,3,14673.058336613507,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,84.35050844777129,0.7037037037037037,0.01,1.3337037037037036,0.10071451441966418,1,1d478b3dd653a6b1
3156,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",150.0,44.4444,1.0,40,3,1969.5932262098029,0,1,0,0.0,0,0,1,0.16963350307961197,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,76.65100093918223,0.7037037037037037,0.01,1.1381481481481481,0.7503021059161681,1,1d478b3dd653a6b1
3157,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",150.0,44.4444,3.0,40,3,2845.320601275542,0,1,0,0.0,0,0,1,0.061474779529385154,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,76.65100093918223,0.7037037037037037,0.01,1.1381481481481481,0.519375547613492,1,1d478b3dd653a6b1
3158,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",150.0,44.4444,10.0,40,3,5910.366414005628,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,76.65100093918223,0.7037037037037037,0.01,1.1381481481481481,0.2500335583123168,1,1d478b3dd653a6b1
3159,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,1,"{""b"": 1.2, ""f0"": 0.5, ""f_floor"": 0.01}",150.0,44.4444,30.0,40,3,14667.640164663018,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,76.65100093918223,0.7037037037037037,0.01,1.1381481481481481,0.1007517179882621,1,1d478b3dd653a6b1
3160,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",50.0,400.0,1.0,40,3,1958.7146579619753,0,1,0,0.0,0,0,1,0.1596067222821098,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,61.1919829027955,0.7037037037037037,0.0001875,0.7785162037037037,0.7544692328800264,1,1d478b3dd653a6b1
3161,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",50.0,400.0,3.0,40,3,2834.4420330277144,0,1,0,0.0,0,0,1,0.057194124279890075,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,61.1919829027955,0.7037037037037037,0.0001875,0.7785162037037037,0.5213689072501083,1,1d478b3dd653a6b1
3162,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",50.0,400.0,10.0,40,3,5899.487845757801,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,61.1919829027955,0.7037037037037037,0.0001875,0.7785162037037037,0.25049461649218974,1,1d478b3dd653a6b1
3163,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",50.0,400.0,30.0,40,3,14656.761596415192,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,61.1919829027955,0.7037037037037037,0.0001875,0.7785162037037037,0.10082649811162095,1,1d478b3dd653a6b1
3164,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",75.0,177.7778,1.0,40,3,1957.350857481573,0,1,0,0.0,0,0,1,0.1656356233521795,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,59.25395064117118,0.7037037037037037,0.0001875,0.736849537037037,0.7549949155895507,1,1d478b3dd653a6b1
3165,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",75.0,177.7778,3.0,40,3,2833.078232547312,0,1,0,0.0,0,0,1,0.05959233421270535,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,59.25395064117118,0.7037037037037037,0.0001875,0.736849537037037,0.5216198862587378,1,1d478b3dd653a6b1
3166,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",75.0,177.7778,10.0,40,3,5898.124045277398,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,59.25395064117118,0.7037037037037037,0.0001875,0.736849537037037,0.2505525373964786,1,1d478b3dd653a6b1
3167,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",75.0,177.7778,30.0,40,3,14655.397795934789,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,59.25395064117118,0.7037037037037037,0.0001875,0.736849537037037,0.10083588081337198,1,1d478b3dd653a6b1
3168,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",100.0,100.0,1.0,40,3,1956.8670929684629,0,1,0,0.0,0,0,1,0.16795219857375687,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.566495806751504,0.7037037037037037,0.0001875,0.7222662037037038,0.7551815607373245,1,1d478b3dd653a6b1
3169,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",100.0,100.0,3.0,40,3,2832.594468034202,0,1,0,0.0,0,0,1,0.06048962416217032,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.566495806751504,0.7037037037037037,0.0001875,0.7222662037037038,0.5217089710864998,1,1d478b3dd653a6b1
3170,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",100.0,100.0,10.0,40,3,5897.640280764288,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.566495806751504,0.7037037037037037,0.0001875,0.7222662037037038,0.2505730894173703,1,1d478b3dd653a6b1
3171,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",100.0,100.0,30.0,40,3,14654.914031421678,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.566495806751504,0.7037037037037037,0.0001875,0.7222662037037038,0.10083920944571204,1,1d478b3dd653a6b1
3172,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",125.0,64.0,1.0,40,3,1956.642000644774,0,1,0,0.0,0,0,1,0.1691156532236287,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.246627767825245,0.7037037037037037,0.0001875,0.7155162037037037,0.7552684369120449,1,1d478b3dd653a6b1
3173,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",125.0,64.0,3.0,40,3,2832.369375710513,0,1,0,0.0,0,0,1,0.06093252842603298,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.246627767825245,0.7037037037037037,0.0001875,0.7155162037037037,0.521750432022209,1,1d478b3dd653a6b1
3174,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",125.0,64.0,10.0,40,3,5897.4151884406,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.246627767825245,0.7037037037037037,0.0001875,0.7155162037037037,0.2505826532817326,1,1d478b3dd653a6b1
3175,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",125.0,64.0,30.0,40,3,14654.68893909799,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.246627767825245,0.7037037037037037,0.0001875,0.7155162037037037,0.10084075831052025,1,1d478b3dd653a6b1
3176,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",150.0,44.4444,1.0,40,3,1956.5194102451392,0,1,0,0.0,0,0,1,0.16979893280459774,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.072420357817975,0.7037037037037037,0.0001875,0.711849537037037,0.7553157600610143,1,1d478b3dd653a6b1
3177,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",150.0,44.4444,3.0,40,3,2832.2467853108783,0,1,0,0.0,0,0,1,0.06118963365285884,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.072420357817975,0.7037037037037037,0.0001875,0.711849537037037,0.5217730153628639,1,1d478b3dd653a6b1
3178,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",150.0,44.4444,10.0,40,3,5897.292598040965,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.072420357817975,0.7037037037037037,0.0001875,0.711849537037037,0.25058786228689844,1,1d478b3dd653a6b1
3179,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",power-law,2,"{""b"": 2.0, ""f0"": 0.3, ""f_floor"": 0.0}",150.0,44.4444,30.0,40,3,14654.566348698356,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,58.072420357817975,0.7037037037037037,0.0001875,0.711849537037037,0.10084160187754002,1,1d478b3dd653a6b1
3180,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",50.0,400.0,1.0,40,3,1956.2465303635433,0,1,0,0.0,0,0,1,0.1895247519715961,0,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684643683971046,0.7037037037037037,2.0699687736971653e-08,0.7037119628791108,0.7554211202351917,1,1d478b3dd653a6b1
3181,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",50.0,400.0,3.0,40,3,2831.9739054292822,0,1,0,0.0,0,0,1,0.07868798002160642,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684643683971046,0.7037037037037037,2.0699687736971653e-08,0.7037119628791108,0.5218232917295985,1,1d478b3dd653a6b1
3182,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",50.0,400.0,10.0,40,3,5897.0197181593685,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684643683971046,0.7037037037037037,2.0699687736971653e-08,0.7037119628791108,0.25059945804025496,1,1d478b3dd653a6b1
3183,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",50.0,400.0,30.0,40,3,14654.293468816759,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684643683971046,0.7037037037037037,2.0699687736971653e-08,0.7037119628791108,0.10084347966471816,1,1d478b3dd653a6b1
3184,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",75.0,177.7778,1.0,40,3,1956.2463757940152,0,1,0,0.0,0,0,1,0.1813798722306597,0,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684424032536285,0.7037037037037037,2.0699687736971653e-08,0.7037073629485026,0.7554211799235252,1,1d478b3dd653a6b1
3185,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",75.0,177.7778,3.0,40,3,2831.9737508597545,0,1,0,0.0,0,0,1,0.0706217888978857,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684424032536285,0.7037037037037037,2.0699687736971653e-08,0.7037073629485026,0.5218233202107876,1,1d478b3dd653a6b1
3186,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",75.0,177.7778,10.0,40,3,5897.019563589841,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684424032536285,0.7037037037037037,2.0699687736971653e-08,0.7037073629485026,0.25059946460883414,1,1d478b3dd653a6b1
3187,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",75.0,177.7778,30.0,40,3,14654.293314247232,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684424032536285,0.7037037037037037,2.0699687736971653e-08,0.7037073629485026,0.10084348072838793,1,1d478b3dd653a6b1
3188,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",100.0,100.0,1.0,40,3,1956.2463216945946,0,1,0,0.0,0,0,1,0.1779969572598448,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.68434715441257,0.7037037037037037,2.0699687736971653e-08,0.7037057529727897,0.7554212008144773,1,1d478b3dd653a6b1
3189,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",100.0,100.0,3.0,40,3,2831.973696760334,0,1,0,0.0,0,0,1,0.06742808027138816,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.68434715441257,0.7037037037037037,2.0699687736971653e-08,0.7037057529727897,0.5218233301792203,1,1d478b3dd653a6b1
3190,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",100.0,100.0,10.0,40,3,5897.01950949042,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.68434715441257,0.7037037037037037,2.0699687736971653e-08,0.7037057529727897,0.2505994669078406,1,1d478b3dd653a6b1
3191,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",100.0,100.0,30.0,40,3,14654.29326014781,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.68434715441257,0.7037037037037037,2.0699687736971653e-08,0.7037057529727897,0.10084348110067295,1,1d478b3dd653a6b1
3192,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",125.0,64.0,1.0,40,3,1956.2462966542764,0,1,0,0.0,0,0,1,0.17624277410141845,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684311570802535,0.7037037037037037,2.0699687736971653e-08,0.7037050077840311,0.7554212104840098,1,1d478b3dd653a6b1
3193,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",125.0,64.0,3.0,40,3,2831.973671720016,0,1,0,0.0,0,0,1,0.06581062578004547,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684311570802535,0.7037037037037037,2.0699687736971653e-08,0.7037050077840311,0.5218233347931834,1,1d478b3dd653a6b1
3194,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",125.0,64.0,10.0,40,3,5897.019484450102,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684311570802535,0.7037037037037037,2.0699687736971653e-08,0.7037050077840311,0.25059946797195276,1,1d478b3dd653a6b1
3195,m-of-k,fixed-3,hill,2,"{""a"": 1.0, ""k_r"": 14.0, ""r_inf"": 0.95}",logistic-dec,0,"{""f0"": 0.5, ""f_floor"": 0.0, ""k0f"": 6.0, ""sf"": 2.0}",125.0,64.0,30.0,40,3,14654.293235107492,0,1,0,0.0,0,1,0,0.0,1,40,18.11416663692644,0.7245666654770576,1477.7899454234348,57.684311570802535,0.7037037037037037,2.0699687736971653e-08,0.7037050077840311,0.10084348127298784,1,1d478b3dd653a6b1
